NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
12,19/10/2018-6/11/2018,Nov 6 2018,89839861debcba45fa7d7f39b179c3350de7f563,    Fixed test,completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/89839861debcba45fa7d7f39b179c3350de7f563
13,24/09/2018-19/10/2018,Oct 19 2018,8f8da11969ebc821824f3dd4d4044f6dbd8625c4,    Don't allow minFrame > maxFrame in LottieValueAnimator (#969),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/8f8da11969ebc821824f3dd4d4044f6dbd8625c4
13,24/09/2018-19/10/2018,Sep 24 2018,7283e03c08776e542352166a1edcedf2adc0ef48,    v2.8.0,completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/7283e03c08776e542352166a1edcedf2adc0ef48
14,23/09/2018-24/09/2018,Sep 24 2018,c476cc65bf9abc9f2a1e371490112d558b465a58,    Migrate to androidx (#962),completed: 242 skipped: 2 failures: 218 errors: 0,https://github.com/airbnb/lottie-android/commit/c476cc65bf9abc9f2a1e371490112d558b465a58
14,23/09/2018-24/09/2018,Sep 23 2018,49d94b859943d754d6c7b8a1843c3302aba2b9ec,    v2.7.0,completed: 242 skipped: 2 failures: 218 errors: 0,https://github.com/airbnb/lottie-android/commit/49d94b859943d754d6c7b8a1843c3302aba2b9ec
14,23/09/2018-24/09/2018,Sep 23 2018,354b7561e9a88a602aea50f55a9949c8a0001037,    [Sample App] Fixed play button icon not updating,completed: 242 skipped: 2 failures: 218 errors: 0,https://github.com/airbnb/lottie-android/commit/354b7561e9a88a602aea50f55a9949c8a0001037
14,23/09/2018-24/09/2018,Sep 23 2018,56640b09df56270029afd0c5fff6e93b41009815,    Default layer names to UNSET rather than crashing when unset,completed: 242 skipped: 2 failures: 218 errors: 0,https://github.com/airbnb/lottie-android/commit/56640b09df56270029afd0c5fff6e93b41009815
15,26/07/2018-23/09/2018,Sep 9 2018,4a6840b5495baa422e7a485621c01d47a66fe37d,    Fix Typos in LottieAnimationView (#938),completed: 248 skipped: 2 failures: 224 errors: 0,https://github.com/airbnb/lottie-android/commit/4a6840b5495baa422e7a485621c01d47a66fe37d
15,26/07/2018-23/09/2018,Sep 6 2018,073bf89653b3f6871018802f7912c8119a93643f,    v2.6.1,completed: 248 skipped: 2 failures: 224 errors: 0,https://github.com/airbnb/lottie-android/commit/073bf89653b3f6871018802f7912c8119a93643f
15,26/07/2018-23/09/2018,Sep 6 2018,604299aa4f15a191cc7f8247dfd0724d8324aed0,    fix recycle asset bitmap improperly (#935),completed: 248 skipped: 2 failures: 224 errors: 0,https://github.com/airbnb/lottie-android/commit/604299aa4f15a191cc7f8247dfd0724d8324aed0
15,26/07/2018-23/09/2018,Sep 3 2018,27e228fb1182041e3f56cecf2133ab804343a289,    Removed signing section from gradle,completed: 248 skipped: 2 failures: 224 errors: 0,https://github.com/airbnb/lottie-android/commit/27e228fb1182041e3f56cecf2133ab804343a289
