INSERTION,DELETION,SUM,SUBTRACT,"INSERTION,DELETION,SUM,SUBTRACT",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
4,5,9,-1,"4,5,9,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
6,1,7,5,"6,1,7,5",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,12,15,-9,"3,12,15,-9",,
3,12,15,-9,"3,12,15,-9",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,5,8,-2,"3,5,8,-2",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,5,8,-2,"3,5,8,-2",,
2,1,3,1,"2,1,3,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,1,4,2,"3,1,4,2",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
7,0,7,7,"7,0,7,7",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
12,0,12,12,"12,0,12,12",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
2,1,3,1,"2,1,3,1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
16,14,30,2,"16,14,30,2",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
14,2,16,12,"14,2,16,12",,
33,0,33,33,"33,0,33,33",,
1,0,1,1,"1,0,1,1",,
3,3,6,0,"3,3,6,0",,
34,0,34,34,"34,0,34,34",,
1,22,23,-21,"1,22,23,-21",,
16,1,17,15,"16,1,17,15",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
0,1,1,-1,"0,1,1,-1",,
3,1,4,2,"3,1,4,2",,
4,4,8,0,"4,4,8,0",,
20,4,24,16,"20,4,24,16",,
33,0,33,33,"33,0,33,33",,
16,0,16,16,"16,0,16,16",,
16,6,22,10,"16,6,22,10",,
5,0,5,5,"5,0,5,5",,
18,3,21,15,"18,3,21,15",,
2,1,3,1,"2,1,3,1",,
7,2,9,5,"7,2,9,5",,
3,2,5,1,"3,2,5,1",,
16,1,17,15,"16,1,17,15",,
4,0,4,4,"4,0,4,4",,
78,0,78,78,"78,0,78,78",,
59,0,59,59,"59,0,59,59",,
4,0,4,4,"4,0,4,4",,
6,1,7,5,"6,1,7,5",,
31,9,40,22,"31,9,40,22",,
88,0,88,88,"88,0,88,88",,
156,0,156,156,"156,0,156,156",,
280,0,280,280,"280,0,280,280",,
1,0,1,1,"1,0,1,1",,
7,1,8,6,"7,1,8,6",,
12,0,12,12,"12,0,12,12",,
3,0,3,3,"3,0,3,3",,
33,0,33,33,"33,0,33,33",,
183,0,183,183,"183,0,183,183",,
30,0,30,30,"30,0,30,30",,
103,0,103,103,"103,0,103,103",,
171,0,171,171,"171,0,171,171",,
193,0,193,193,"193,0,193,193",,
142,0,142,142,"142,0,142,142",,
66,0,66,66,"66,0,66,66",,
45,0,45,45,"45,0,45,45",,
2,0,2,2,"2,0,2,2",,
7,0,7,7,"7,0,7,7",,
2,0,2,2,"2,0,2,2",,
151,0,151,151,"151,0,151,151",,
54,0,54,54,"54,0,54,54",,
25,0,25,25,"25,0,25,25",,
15,0,15,15,"15,0,15,15",,
8,0,8,8,"8,0,8,8",,
3,0,3,3,"3,0,3,3",,
2,1,3,1,"2,1,3,1",,
14,0,14,14,"14,0,14,14",,
36,0,36,36,"36,0,36,36",,
2,0,2,2,"2,0,2,2",,
148,0,148,148,"148,0,148,148",,
4,0,4,4,"4,0,4,4",,
2,2,4,0,"2,2,4,0",,
11,54,65,-43,"11,54,65,-43",,
87,0,87,87,"87,0,87,87",,
80,0,80,80,"80,0,80,80",,
5,2,7,3,"5,2,7,3",,
4,0,4,4,"4,0,4,4",,
12,1,13,11,"12,1,13,11",,
34,11,45,23,"34,11,45,23",,
13,16,29,-3,"13,16,29,-3",,
2,2,4,0,"2,2,4,0",,
4,0,4,4,"4,0,4,4",,
14,25,39,-11,"14,25,39,-11",,
12,29,41,-17,"12,29,41,-17",,
2,35,37,-33,"2,35,37,-33",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
3,3,6,0,"3,3,6,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
59,18,77,41,"59,18,77,41",,
0,131,131,-131,"0,131,131,-131",,
0,93,93,-93,"0,93,93,-93",,
2,7,9,-5,"2,7,9,-5",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
1,2,3,-1,"1,2,3,-1",,
2,4,6,-2,"2,4,6,-2",,
1,1,2,0,"1,1,2,0",,
0,2,2,-2,"0,2,2,-2",,
0,26,26,-26,"0,26,26,-26",,
2,4,6,-2,"2,4,6,-2",,
2,2,4,0,"2,2,4,0",,
1,2,3,-1,"1,2,3,-1",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
4,0,4,4,"4,0,4,4",,
1,1,2,0,"1,1,2,0",,
8,8,16,0,"8,8,16,0",,
2,2,4,0,"2,2,4,0",,
4,0,4,4,"4,0,4,4",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,0,0,0,"0,0,0,0",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
55,0,55,55,"55,0,55,55",,
6,0,6,6,"6,0,6,6",,
47,0,47,47,"47,0,47,47",,
6,0,6,6,"6,0,6,6",,
3,0,3,3,"3,0,3,3",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,1,3,1,"2,1,3,1",,
4,2,6,2,"4,2,6,2",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
26,0,26,26,"26,0,26,26",,
4,2,6,2,"4,2,6,2",,
2,2,4,0,"2,2,4,0",,
2,1,3,1,"2,1,3,1",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
5,4,9,1,"5,4,9,1",,
8,7,15,1,"8,7,15,1",,
15,0,15,15,"15,0,15,15",,
75,1,76,74,"75,1,76,74",,
15,1,16,14,"15,1,16,14",,
2,1,3,1,"2,1,3,1",,
200,1,201,199,"200,1,201,199",,
2,1,3,1,"2,1,3,1",,
10,0,10,10,"10,0,10,10",,
17,0,17,17,"17,0,17,17",,
34,0,34,34,"34,0,34,34",,
185,5,190,180,"185,5,190,180",,
5,0,5,5,"5,0,5,5",,
1,0,1,1,"1,0,1,1",,
1,3,4,-2,"1,3,4,-2",,
1,3,4,-2,"1,3,4,-2",,
7,10,17,-3,"7,10,17,-3",,
2,5,7,-3,"2,5,7,-3",,
3,6,9,-3,"3,6,9,-3",,
5,8,13,-3,"5,8,13,-3",,
16,15,31,1,"16,15,31,1",,
12,18,30,-6,"12,18,30,-6",,
16,16,32,0,"16,16,32,0",,
6,10,16,-4,"6,10,16,-4",,
8,20,28,-12,"8,20,28,-12",,
3,5,8,-2,"3,5,8,-2",,
3,6,9,-3,"3,6,9,-3",,
3,5,8,-2,"3,5,8,-2",,
7,9,16,-2,"7,9,16,-2",,
7,9,16,-2,"7,9,16,-2",,
2,2,4,0,"2,2,4,0",,
1,3,4,-2,"1,3,4,-2",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
36,45,81,-9,"36,45,81,-9",,
2,4,6,-2,"2,4,6,-2",,
1,3,4,-2,"1,3,4,-2",,
21,23,44,-2,"21,23,44,-2",,
26,31,57,-5,"26,31,57,-5",,
1,3,4,-2,"1,3,4,-2",,
5,7,12,-2,"5,7,12,-2",,
1,3,4,-2,"1,3,4,-2",,
2,2,4,0,"2,2,4,0",,
1,4,5,-3,"1,4,5,-3",,
1,2,3,-1,"1,2,3,-1",,
2,5,7,-3,"2,5,7,-3",,
1,3,4,-2,"1,3,4,-2",,
6,12,18,-6,"6,12,18,-6",,
1,2,3,-1,"1,2,3,-1",,
8,7,15,1,"8,7,15,1",,
1,3,4,-2,"1,3,4,-2",,
3,5,8,-2,"3,5,8,-2",,
30,28,58,2,"30,28,58,2",,
13,16,29,-3,"13,16,29,-3",,
18,20,38,-2,"18,20,38,-2",,
8,14,22,-6,"8,14,22,-6",,
36,43,79,-7,"36,43,79,-7",,
1,3,4,-2,"1,3,4,-2",,
26,43,69,-17,"26,43,69,-17",,
19,27,46,-8,"19,27,46,-8",,
6,6,12,0,"6,6,12,0",,
5,13,18,-8,"5,13,18,-8",,
2,6,8,-4,"2,6,8,-4",,
1,3,4,-2,"1,3,4,-2",,
5,9,14,-4,"5,9,14,-4",,
7,14,21,-7,"7,14,21,-7",,
3,9,12,-6,"3,9,12,-6",,
49,64,113,-15,"49,64,113,-15",,
3,4,7,-1,"3,4,7,-1",,
4,5,9,-1,"4,5,9,-1",,
6,11,17,-5,"6,11,17,-5",,
2,5,7,-3,"2,5,7,-3",,
1,3,4,-2,"1,3,4,-2",,
7,11,18,-4,"7,11,18,-4",,
1,3,4,-2,"1,3,4,-2",,
3,9,12,-6,"3,9,12,-6",,
39,87,126,-48,"39,87,126,-48",,
11,30,41,-19,"11,30,41,-19",,
16,20,36,-4,"16,20,36,-4",,
2,5,7,-3,"2,5,7,-3",,
0,1,1,-1,"0,1,1,-1",,
1,3,4,-2,"1,3,4,-2",,
6,8,14,-2,"6,8,14,-2",,
37,49,86,-12,"37,49,86,-12",,
10,3,13,7,"10,3,13,7",,
22,13,35,9,"22,13,35,9",,
35,47,82,-12,"35,47,82,-12",,
18,20,38,-2,"18,20,38,-2",,
3,4,7,-1,"3,4,7,-1",,
5,5,10,0,"5,5,10,0",,
15,17,32,-2,"15,17,32,-2",,
5,10,15,-5,"5,10,15,-5",,
0,1,1,-1,"0,1,1,-1",,
2,1,3,1,"2,1,3,1",,
1,3,4,-2,"1,3,4,-2",,
2,1,3,1,"2,1,3,1",,
10,5,15,5,"10,5,15,5",,
29,27,56,2,"29,27,56,2",,
9,11,20,-2,"9,11,20,-2",,
4,6,10,-2,"4,6,10,-2",,
11,19,30,-8,"11,19,30,-8",,
2,6,8,-4,"2,6,8,-4",,
1,3,4,-2,"1,3,4,-2",,
7,11,18,-4,"7,11,18,-4",,
14,20,34,-6,"14,20,34,-6",,
9,10,19,-1,"9,10,19,-1",,
3,8,11,-5,"3,8,11,-5",,
1,4,5,-3,"1,4,5,-3",,
5,7,12,-2,"5,7,12,-2",,
3,10,13,-7,"3,10,13,-7",,
19,27,46,-8,"19,27,46,-8",,
29,27,56,2,"29,27,56,2",,
7,17,24,-10,"7,17,24,-10",,
14,6,20,8,"14,6,20,8",,
4,4,8,0,"4,4,8,0",,
3,8,11,-5,"3,8,11,-5",,
2,2,4,0,"2,2,4,0",,
24,37,61,-13,"24,37,61,-13",,
9,17,26,-8,"9,17,26,-8",,
9,19,28,-10,"9,19,28,-10",,
2,3,5,-1,"2,3,5,-1",,
3,4,7,-1,"3,4,7,-1",,
4,3,7,1,"4,3,7,1",,
40,65,105,-25,"40,65,105,-25",,
7,6,13,1,"7,6,13,1",,
8,8,16,0,"8,8,16,0",,
1,3,4,-2,"1,3,4,-2",,
9,3,12,6,"9,3,12,6",,
2,6,8,-4,"2,6,8,-4",,
18,16,34,2,"18,16,34,2",,
23,33,56,-10,"23,33,56,-10",,
15,18,33,-3,"15,18,33,-3",,
16,10,26,6,"16,10,26,6",,
17,25,42,-8,"17,25,42,-8",,
1,3,4,-2,"1,3,4,-2",,
1,3,4,-2,"1,3,4,-2",,
2,6,8,-4,"2,6,8,-4",,
1,3,4,-2,"1,3,4,-2",,
15,20,35,-5,"15,20,35,-5",,
28,55,83,-27,"28,55,83,-27",,
29,40,69,-11,"29,40,69,-11",,
16,17,33,-1,"16,17,33,-1",,
16,22,38,-6,"16,22,38,-6",,
48,65,113,-17,"48,65,113,-17",,
11,10,21,1,"11,10,21,1",,
10,6,16,4,"10,6,16,4",,
10,14,24,-4,"10,14,24,-4",,
22,31,53,-9,"22,31,53,-9",,
1,3,4,-2,"1,3,4,-2",,
1,3,4,-2,"1,3,4,-2",,
8,12,20,-4,"8,12,20,-4",,
24,43,67,-19,"24,43,67,-19",,
11,12,23,-1,"11,12,23,-1",,
27,27,54,0,"27,27,54,0",,
2,2,4,0,"2,2,4,0",,
7,7,14,0,"7,7,14,0",,
6,6,12,0,"6,6,12,0",,
1,3,4,-2,"1,3,4,-2",,
76,90,166,-14,"76,90,166,-14",,
1,3,4,-2,"1,3,4,-2",,
3,12,15,-9,"3,12,15,-9",,
1,3,4,-2,"1,3,4,-2",,
6,8,14,-2,"6,8,14,-2",,
105,80,185,25,"105,80,185,25",,
3,6,9,-3,"3,6,9,-3",,
12,8,20,4,"12,8,20,4",,
12,8,20,4,"12,8,20,4",,
3,5,8,-2,"3,5,8,-2",,
0,1,1,-1,"0,1,1,-1",,
10,12,22,-2,"10,12,22,-2",,
3,3,6,0,"3,3,6,0",,
5,5,10,0,"5,5,10,0",,
76,94,170,-18,"76,94,170,-18",,
0,1,1,-1,"0,1,1,-1",,
1,2,3,-1,"1,2,3,-1",,
177,193,370,-16,"177,193,370,-16",,
8,8,16,0,"8,8,16,0",,
1,3,4,-2,"1,3,4,-2",,
68,48,116,20,"68,48,116,20",,
5,10,15,-5,"5,10,15,-5",,
1,2,3,-1,"1,2,3,-1",,
6,9,15,-3,"6,9,15,-3",,
1,3,4,-2,"1,3,4,-2",,
2,5,7,-3,"2,5,7,-3",,
5,4,9,1,"5,4,9,1",,
6,12,18,-6,"6,12,18,-6",,
1,3,4,-2,"1,3,4,-2",,
3,9,12,-6,"3,9,12,-6",,
5,9,14,-4,"5,9,14,-4",,
1,3,4,-2,"1,3,4,-2",,
11,14,25,-3,"11,14,25,-3",,
14,21,35,-7,"14,21,35,-7",,
3,2,5,1,"3,2,5,1",,
3,9,12,-6,"3,9,12,-6",,
1,3,4,-2,"1,3,4,-2",,
1,3,4,-2,"1,3,4,-2",,
3,4,7,-1,"3,4,7,-1",,
10,9,19,1,"10,9,19,1",,
2,2,4,0,"2,2,4,0",,
11,14,25,-3,"11,14,25,-3",,
6,13,19,-7,"6,13,19,-7",,
8,18,26,-10,"8,18,26,-10",,
1,3,4,-2,"1,3,4,-2",,
30,47,77,-17,"30,47,77,-17",,
