INSERTION,DELETION,SUM,SUBTRACT,"INSERTION,DELETION,SUM,SUBTRACT",,
18,5,23,13,"18,5,23,13",,
18,5,23,13,"18,5,23,13",,
17,2,19,15,"17,2,19,15",,
18,5,23,13,"18,5,23,13",,
18,5,23,13,"18,5,23,13",,
18,5,23,13,"18,5,23,13",,
18,3,21,15,"18,3,21,15",,
159,3,162,156,"159,3,162,156",,
21,6,27,15,"21,6,27,15",,
18,5,23,13,"18,5,23,13",,
23,9,32,14,"23,9,32,14",,
16,1,17,15,"16,1,17,15",,
16,1,17,15,"16,1,17,15",,
26,21,47,5,"26,21,47,5",,
17,3,20,14,"17,3,20,14",,
16,1,17,15,"16,1,17,15",,
1124,0,1124,1124,"1124,0,1124,1124",,
35,17,52,18,"35,17,52,18",,
235,37,272,198,"235,37,272,198",,
21,11,32,10,"21,11,32,10",,
24,9,33,15,"24,9,33,15",,
1089,0,1089,1089,"1089,0,1089,1089",,
17,3,20,14,"17,3,20,14",,
16,1,17,15,"16,1,17,15",,
16,1,17,15,"16,1,17,15",,
211,22,233,189,"211,22,233,189",,
21,7,28,14,"21,7,28,14",,
16,1,17,15,"16,1,17,15",,
17,3,20,14,"17,3,20,14",,
65,312,377,-247,"65,312,377,-247",,
1298,0,1298,1298,"1298,0,1298,1298",,
18,3,21,15,"18,3,21,15",,
17,2,19,15,"17,2,19,15",,
19,4,23,15,"19,4,23,15",,
16,1,17,15,"16,1,17,15",,
19,3,22,16,"19,3,22,16",,
17,3,20,14,"17,3,20,14",,
63,22,85,41,"63,22,85,41",,
30,17,47,13,"30,17,47,13",,
12,4,16,8,"12,4,16,8",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
10,4,14,6,"10,4,14,6",,
8,0,8,8,"8,0,8,8",,
19,13,32,6,"19,13,32,6",,
27,13,40,14,"27,13,40,14",,
12,4,16,8,"12,4,16,8",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
10,2,12,8,"10,2,12,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
57,2,59,55,"57,2,59,55",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
20,20,40,0,"20,20,40,0",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
11,4,15,7,"11,4,15,7",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
10,4,14,6,"10,4,14,6",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
18,12,30,6,"18,12,30,6",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
4221,136,4357,4085,"4221,136,4357,4085",,
502,10,512,492,"502,10,512,492",,
671,629,1300,42,"671,629,1300,42",,
4,0,4,4,"4,0,4,4",,
69,45,114,24,"69,45,114,24",,
6,12,18,-6,"6,12,18,-6",,
1,0,1,1,"1,0,1,1",,
4,0,4,4,"4,0,4,4",,
42,0,42,42,"42,0,42,42",,
25,0,25,25,"25,0,25,25",,
4,0,4,4,"4,0,4,4",,
4,1,5,3,"4,1,5,3",,
1,0,1,1,"1,0,1,1",,
43,0,43,43,"43,0,43,43",,
6,0,6,6,"6,0,6,6",,
20,0,20,20,"20,0,20,20",,
7,0,7,7,"7,0,7,7",,
0,4,4,-4,"0,4,4,-4",,
0,4,4,-4,"0,4,4,-4",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,2,2,-2,"0,2,2,-2",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
0,3,3,-3,"0,3,3,-3",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
17,0,17,17,"17,0,17,17",,
11,94,105,-83,"11,94,105,-83",,
4,0,4,4,"4,0,4,4",,
228,0,228,228,"228,0,228,228",,
69,0,69,69,"69,0,69,69",,
185,0,185,185,"185,0,185,185",,
12,0,12,12,"12,0,12,12",,
7,12,19,-5,"7,12,19,-5",,
10,1,11,9,"10,1,11,9",,
1,1,2,0,"1,1,2,0",,
29,0,29,29,"29,0,29,29",,
19,0,19,19,"19,0,19,19",,
21,0,21,21,"21,0,21,21",,
1,0,1,1,"1,0,1,1",,
20,11,31,9,"20,11,31,9",,
26,0,26,26,"26,0,26,26",,
13,2,15,11,"13,2,15,11",,
12,0,12,12,"12,0,12,12",,
1,0,1,1,"1,0,1,1",,
8,3,11,5,"8,3,11,5",,
5,0,5,5,"5,0,5,5",,
70,0,70,70,"70,0,70,70",,
4,1,5,3,"4,1,5,3",,
1,4,5,-3,"1,4,5,-3",,
40,9,49,31,"40,9,49,31",,
5,0,5,5,"5,0,5,5",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
5,0,5,5,"5,0,5,5",,
1,0,1,1,"1,0,1,1",,
3,0,3,3,"3,0,3,3",,
23,1,24,22,"23,1,24,22",,
28,1,29,27,"28,1,29,27",,
13,2,15,11,"13,2,15,11",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
4,1,5,3,"4,1,5,3",,
20,1,21,19,"20,1,21,19",,
1,1,2,0,"1,1,2,0",,
13,0,13,13,"13,0,13,13",,
20,5,25,15,"20,5,25,15",,
5,1,6,4,"5,1,6,4",,
2,0,2,2,"2,0,2,2",,
2,1,3,1,"2,1,3,1",,
37,0,37,37,"37,0,37,37",,
6,0,6,6,"6,0,6,6",,
37,0,37,37,"37,0,37,37",,
20,0,20,20,"20,0,20,20",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,2,3,-1,"1,2,3,-1",,
2,0,2,2,"2,0,2,2",,
11,1,12,10,"11,1,12,10",,
24,0,24,24,"24,0,24,24",,
20,10,30,10,"20,10,30,10",,
2,0,2,2,"2,0,2,2",,
8,6,14,2,"8,6,14,2",,
6,4,10,2,"6,4,10,2",,
2,1,3,1,"2,1,3,1",,
5,1,6,4,"5,1,6,4",,
3,2,5,1,"3,2,5,1",,
2,1,3,1,"2,1,3,1",,
16,0,16,16,"16,0,16,16",,
5,2,7,3,"5,2,7,3",,
2,5,7,-3,"2,5,7,-3",,
12,0,12,12,"12,0,12,12",,
3,3,6,0,"3,3,6,0",,
3,3,6,0,"3,3,6,0",,
2,2,4,0,"2,2,4,0",,
10,0,10,10,"10,0,10,10",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
2,1,3,1,"2,1,3,1",,
10,0,10,10,"10,0,10,10",,
18,18,36,0,"18,18,36,0",,
8,0,8,8,"8,0,8,8",,
9,0,9,9,"9,0,9,9",,
33,0,33,33,"33,0,33,33",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
0,6,6,-6,"0,6,6,-6",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
7,0,7,7,"7,0,7,7",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
7,0,7,7,"7,0,7,7",,
8,1,9,7,"8,1,9,7",,
17,9,26,8,"17,9,26,8",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
0,29,29,-29,"0,29,29,-29",,
29,0,29,29,"29,0,29,29",,
12,0,12,12,"12,0,12,12",,
7,1,8,6,"7,1,8,6",,
4,0,4,4,"4,0,4,4",,
2,0,2,2,"2,0,2,2",,
5,1,6,4,"5,1,6,4",,
12,3,15,9,"12,3,15,9",,
2,1,3,1,"2,1,3,1",,
16,3,19,13,"16,3,19,13",,
2,1,3,1,"2,1,3,1",,
3,0,3,3,"3,0,3,3",,
13,6,19,7,"13,6,19,7",,
3,1,4,2,"3,1,4,2",,
5,1,6,4,"5,1,6,4",,
6,2,8,4,"6,2,8,4",,
6,2,8,4,"6,2,8,4",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
8,3,11,5,"8,3,11,5",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
5,1,6,4,"5,1,6,4",,
4,1,5,3,"4,1,5,3",,
4,1,5,3,"4,1,5,3",,
2,1,3,1,"2,1,3,1",,
12,0,12,12,"12,0,12,12",,
20,0,20,20,"20,0,20,20",,
1,8,9,-7,"1,8,9,-7",,
8,1,9,7,"8,1,9,7",,
10,1,11,9,"10,1,11,9",,
10,0,10,10,"10,0,10,10",,
1,0,1,1,"1,0,1,1",,
5,0,5,5,"5,0,5,5",,
6,7,13,-1,"6,7,13,-1",,
4,0,4,4,"4,0,4,4",,
92,0,92,92,"92,0,92,92",,
24,7,31,17,"24,7,31,17",,
53,0,53,53,"53,0,53,53",,
5,0,5,5,"5,0,5,5",,
8,0,8,8,"8,0,8,8",,
137,0,137,137,"137,0,137,137",,
0,0,0,0,"0,0,0,0",,
0,68,68,-68,"0,68,68,-68",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
33,4,37,29,"33,4,37,29",,
15,0,15,15,"15,0,15,15",,
4,4,8,0,"4,4,8,0",,
2,1,3,1,"2,1,3,1",,
0,1,1,-1,"0,1,1,-1",,
6,8,14,-2,"6,8,14,-2",,
0,1,1,-1,"0,1,1,-1",,
4,0,4,4,"4,0,4,4",,
156,0,156,156,"156,0,156,156",,
80,0,80,80,"80,0,80,80",,
4,0,4,4,"4,0,4,4",,
4,0,4,4,"4,0,4,4",,
1,1,2,0,"1,1,2,0",,
94,0,94,94,"94,0,94,94",,
95,0,95,95,"95,0,95,95",,
105,0,105,105,"105,0,105,105",,
15,13,28,2,"15,13,28,2",,
24,22,46,2,"24,22,46,2",,
17,0,17,17,"17,0,17,17",,
7,1,8,6,"7,1,8,6",,
1,0,1,1,"1,0,1,1",,
14,1,15,13,"14,1,15,13",,
2,1,3,1,"2,1,3,1",,
2,0,2,2,"2,0,2,2",,
2,1,3,1,"2,1,3,1",,
28,5,33,23,"28,5,33,23",,
6,0,6,6,"6,0,6,6",,
9,0,9,9,"9,0,9,9",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
38,2,40,36,"38,2,40,36",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
0,0,0,0,"0,0,0,0",,
1,0,1,1,"1,0,1,1",,
1,26,27,-25,"1,26,27,-25",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
40,0,40,40,"40,0,40,40",,
6,0,6,6,"6,0,6,6",,
1,0,1,1,"1,0,1,1",,
10,5,15,5,"10,5,15,5",,
4,3,7,1,"4,3,7,1",,
3,0,3,3,"3,0,3,3",,
3,0,3,3,"3,0,3,3",,
28,6,34,22,"28,6,34,22",,
1,0,1,1,"1,0,1,1",,
31,9,40,22,"31,9,40,22",,
34,0,34,34,"34,0,34,34",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
11,18,29,-7,"11,18,29,-7",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
7,1,8,6,"7,1,8,6",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,3,4,-2,"1,3,4,-2",,
2,0,2,2,"2,0,2,2",,
18,10,28,8,"18,10,28,8",,
2,0,2,2,"2,0,2,2",,
4,0,4,4,"4,0,4,4",,
3,9,12,-6,"3,9,12,-6",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
3,8,11,-5,"3,8,11,-5",,
2,0,2,2,"2,0,2,2",,
1,1,2,0,"1,1,2,0",,
3,2,5,1,"3,2,5,1",,
1,0,1,1,"1,0,1,1",,
39,0,39,39,"39,0,39,39",,
6,0,6,6,"6,0,6,6",,
24,0,24,24,"24,0,24,24",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
3,0,3,3,"3,0,3,3",,
3,0,3,3,"3,0,3,3",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
4,4,8,0,"4,4,8,0",,
7,7,14,0,"7,7,14,0",,
2,2,4,0,"2,2,4,0",,
2,2,4,0,"2,2,4,0",,
7,7,14,0,"7,7,14,0",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
4,5,9,-1,"4,5,9,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
3,4,7,-1,"3,4,7,-1",,
3,4,7,-1,"3,4,7,-1",,
3,4,7,-1,"3,4,7,-1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
